UNIQUE_ID,ANALYSIS_PERIOD_START_DATETIME,ANALYSIS_PERIOD_END_DATETIME,ANALYSIS_PERIOD_EFFORT_SECONDS,ANALYSIS_TIME_ZONE,SPECIES_CODE,ACOUSTIC_PRESENCE,N_VALIDATED_DETECTIONS,CALL_TYPE_CODE,DETECTION_METHOD,PROTOCOL_REFERENCE,DETECTION_SOFTWARE_NAME,DETECTION_SOFTWARE_VERSION,MIN_ANALYSIS_FREQUENCY_RANGE_HZ,MAX_ANALYSIS_FREQUENCY_RANGE_HZ
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T18:00:00Z,2026-02-04T18:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T19:00:00Z,2026-02-04T19:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T23:00:00Z,2026-02-04T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T00:00:00Z,2026-02-05T00:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T01:00:00Z,2026-02-05T01:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T02:00:00Z,2026-02-05T02:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T06:00:00Z,2026-02-05T06:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T07:00:00Z,2026-02-05T07:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T08:00:00Z,2026-02-05T08:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T09:00:00Z,2026-02-05T09:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T11:00:00Z,2026-02-05T11:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T12:00:00Z,2026-02-05T12:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T13:00:00Z,2026-02-05T13:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T14:00:00Z,2026-02-05T14:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T23:00:00Z,2026-02-05T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T00:00:00Z,2026-02-06T00:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T01:00:00Z,2026-02-06T01:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T04:00:00Z,2026-02-06T04:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T07:00:00Z,2026-02-06T07:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T08:00:00Z,2026-02-06T08:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T09:00:00Z,2026-02-06T09:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T10:00:00Z,2026-02-06T10:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T11:00:00Z,2026-02-06T11:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T13:00:00Z,2026-02-06T13:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T13:00:00Z,2026-02-06T13:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T14:00:00Z,2026-02-06T14:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T15:00:00Z,2026-02-06T15:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T16:00:00Z,2026-02-06T16:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T17:00:00Z,2026-02-06T17:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T18:00:00Z,2026-02-06T18:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T19:00:00Z,2026-02-06T19:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T20:00:00Z,2026-02-06T20:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T21:00:00Z,2026-02-06T21:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T22:00:00Z,2026-02-06T22:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T23:00:00Z,2026-02-06T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T23:00:00Z,2026-02-06T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T00:00:00Z,2026-02-07T00:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T01:00:00Z,2026-02-07T01:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T01:00:00Z,2026-02-07T01:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T02:00:00Z,2026-02-07T02:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T11:00:00Z,2026-02-07T11:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T11:00:00Z,2026-02-07T11:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T12:00:00Z,2026-02-07T12:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T13:00:00Z,2026-02-07T13:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T13:00:00Z,2026-02-07T13:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T14:00:00Z,2026-02-07T14:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T18:00:00Z,2026-02-07T18:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T19:00:00Z,2026-02-07T19:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T20:00:00Z,2026-02-07T20:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T21:00:00Z,2026-02-07T21:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T22:00:00Z,2026-02-07T22:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T23:00:00Z,2026-02-07T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T01:00:00Z,2026-02-08T01:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T01:00:00Z,2026-02-08T01:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T02:00:00Z,2026-02-08T02:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T02:00:00Z,2026-02-08T02:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T03:00:00Z,2026-02-08T03:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T03:00:00Z,2026-02-08T03:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T04:00:00Z,2026-02-08T04:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T04:00:00Z,2026-02-08T04:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T05:00:00Z,2026-02-08T05:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T07:00:00Z,2026-02-08T07:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T09:00:00Z,2026-02-08T09:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T14:00:00Z,2026-02-08T14:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T14:00:00Z,2026-02-08T14:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T18:00:00Z,2026-02-08T18:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T19:00:00Z,2026-02-08T19:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T19:00:00Z,2026-02-08T19:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T20:00:00Z,2026-02-08T20:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T22:00:00Z,2026-02-08T22:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T23:00:00Z,2026-02-08T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T05:00:00Z,2026-02-09T05:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T06:00:00Z,2026-02-09T06:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T07:00:00Z,2026-02-09T07:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T13:00:00Z,2026-02-09T13:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T14:00:00Z,2026-02-09T14:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T16:00:00Z,2026-02-09T16:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T17:00:00Z,2026-02-09T17:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T17:00:00Z,2026-02-09T17:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T18:00:00Z,2026-02-09T18:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T20:00:00Z,2026-02-09T20:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T20:00:00Z,2026-02-09T20:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T21:00:00Z,2026-02-09T21:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T21:00:00Z,2026-02-09T21:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T22:00:00Z,2026-02-09T22:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T23:00:00Z,2026-02-09T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T23:00:00Z,2026-02-09T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T11:00:00Z,2026-02-10T11:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T12:00:00Z,2026-02-10T12:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T15:00:00Z,2026-02-10T15:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T16:00:00Z,2026-02-10T16:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T18:00:00Z,2026-02-10T18:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T19:00:00Z,2026-02-10T19:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T21:00:00Z,2026-02-10T21:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T22:00:00Z,2026-02-10T22:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T22:00:00Z,2026-02-10T22:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T23:00:00Z,2026-02-10T23:59:59Z,360,UTC,HUWH,D,NA,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T10:00:00Z,2026-01-31T10:59:59Z,360,UTC,HUWH,D,NA,HWUND,Manual,Unpublished,RAVEN Pro,1.6,0,3000
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T14:00:00Z,2026-01-31T14:59:59Z,360,UTC,HUWH,D,NA,HWUND,Manual,Unpublished,RAVEN Pro,1.6,0,3000
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T03:00:00Z,2026-02-04T03:59:59Z,360,UTC,SPWH,D,NA,SPUSC,Manual,Unpublished,Matlab (Triton),Triton 1.0 2021 09 21,0,48000
SWFSC_NEPac_2026_RODEOHACK,2026-01-29T06:00:00Z,2026-01-29T06:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-29T08:00:00Z,2026-01-29T08:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-29T09:00:00Z,2026-01-29T09:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-29T11:00:00Z,2026-01-29T11:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-29T12:00:00Z,2026-01-29T12:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-29T13:00:00Z,2026-01-29T13:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T06:00:00Z,2026-01-30T06:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T07:00:00Z,2026-01-30T07:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T11:00:00Z,2026-01-30T11:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T14:00:00Z,2026-01-30T14:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T08:00:00Z,2026-01-31T08:59:59Z,360,UTC,UNDO,D,NA,ODWHIS,Manual,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",Matlab (Triton),Triton 1.0 2021 09 21,0,100000
